3fga,3fga_diff,3fgm,3fgm_diff,3pt%,3pt%_diff,ast,ast_diff,blk,blk_diff,cnu_score,date,day,def,def_diff,fg%,fg%_diff,fga,fga_diff,fgm,fgm_diff,ft%,ft%_diff,fta,fta_diff,ftm,ftm_diff,home,month,off,off_diff,opp_3fga,opp_3fgm,opp_3pt%,opp_ast,opp_blk,opp_def,opp_fg%,opp_fga,opp_fgm,opp_ft%,opp_fta,opp_ftm,opp_off,opp_pf,opp_ppg avg,opp_pts,opp_rb avg,opp_score,opp_stl,opp_t/o,opp_tot,opponent,overtime,pf,pf_diff,ppg avg,pts,ranked,rb avg,season,stl,stl_diff,t/o,t/o_diff,tot,tot_diff,weekday,win,year
21,-3,9,2,0.429,0.137,25,14,6,6,81,2022-03-05,5,30,8,0.55,0.1367,60,-3,33,7,0.667,0.05176,9,-4,6,-2,1,3,7,-4,24,7,0.292,11,0,22,0.413,63,26,0.615,13,8,11,11,66.0,67,34.7,67,3,10,33,SUSQUEHANNA,0,15,4,81.7,81,0,44.4,2021-2022,5,2,9,-1,37,4,5,1,2022
23,3,11,8,0.478,0.3281,17,9,8,2,93,2022-03-11,11,42,19,0.549,0.253,71,0,39,18,0.571,-0.07227,7,-7,4,-5,1,3,11,0,20,3,0.15,8,6,23,0.296,71,21,0.643,14,9,11,13,65.6,54,34.7,54,5,14,34,STOCKTON,0,18,5,82.1,93,0,44.7,2021-2022,6,1,15,1,53,19,4,1,2022
21,-3,10,-2,0.476,-0.02393,8,-6,5,2,79,2022-03-12,12,28,-9,0.381,-0.04297,63,4,24,-1,0.677,0.04395,31,1,21,2,0,3,10,-1,24,12,0.5,14,3,37,0.424,59,25,0.633,30,19,11,22,66.1,81,35.1,81,2,10,48,MARIETTA,0,24,2,82.0,79,0,44.5,2021-2022,4,2,6,-4,38,-10,5,0,2022
7,-4,4,3,0.571,0.4797,5,-1,6,4,74,2022-11-09,9,20,4,0.424,0.09106,33,-3,14,2,0.667,0.524,6,-1,4,3,0,11,4,-3,11,1,0.091,6,2,16,0.333,36,12,0.143,7,1,7,5,26.0,26,23.0,61,3,6,23,JOHNS HOPKINS,0,6,1,36.0,36,0,24.0,2022-2023,1,-2,6,0,24,1,2,1,2022
11,-2,7,5,0.636,0.4822,14,7,4,4,96,2022-11-12,12,22,12,0.657,0.3643,35,-6,23,11,0.471,-0.307,17,8,8,1,1,11,7,0,13,2,0.154,7,0,10,0.293,41,12,0.778,9,7,7,15,29.5,33,20.0,64,5,6,17,LYNCHBURG UNIVERSITY,0,8,-7,48.5,61,0,26.5,2022-2023,2,-3,9,3,29,12,5,1,2022
14,3,7,2,0.5,0.04492,11,4,2,2,85,2022-11-18,18,13,-3,0.421,-0.0481,38,6,16,1,1.0,0.333,2,-4,2,-2,1,11,6,1,11,5,0.455,7,0,16,0.469,32,15,0.667,6,4,5,5,32.7,39,20.3,84,2,8,21,WASHINGTON AND LEE UNIVERSITY,1,8,3,46.0,41,0,24.0,2022-2023,4,2,5,-3,19,-2,4,1,2022
8,3,1,-2,0.125,-0.475,5,0,3,0,81,2022-11-19,19,10,-1,0.419,-0.1172,31,3,13,-2,0.889,0.08936,9,4,8,4,0,11,7,5,5,3,0.6,5,3,11,0.536,28,15,0.8,5,4,2,8,33.8,37,18.5,57,5,8,13,SUSQUEHANNA,0,6,-2,43.2,35,0,22.3,2022-2023,4,-1,8,0,17,4,5,1,2022
11,5,7,4,0.636,0.1362,11,7,8,7,82,2022-11-22,22,18,9,0.593,0.3027,27,-4,16,7,0.417,-0.333,12,4,5,-1,1,11,6,2,6,3,0.5,4,1,9,0.29,31,9,0.75,8,6,4,8,32.4,27,17.4,59,8,7,13,METHODIST,0,5,-3,43.4,44,0,22.6,2022-2023,1,-7,11,4,24,11,1,1,2022
12,3,3,-1,0.25,-0.1941,7,-1,7,5,87,2022-11-26,26,13,1,0.395,-0.01196,38,11,15,4,0.5,0.5,10,10,5,5,1,11,13,10,9,4,0.444,8,2,12,0.407,27,11,0.0,0,0,3,8,31.3,26,17.0,52,2,11,15,SARAH LAWRENCE,0,4,-4,42.5,38,0,23.2,2022-2023,8,6,4,-7,26,11,5,1,2022
8,3,2,2,0.25,0.25,8,2,4,0,79,2022-11-27,27,16,4,0.323,-0.1321,31,-2,10,-5,0.727,0.727,11,9,8,8,1,11,9,6,5,0,0.0,6,4,12,0.455,33,15,0.0,2,0,3,7,31.1,30,16.7,71,6,6,15,NC WESLEYAN,0,4,-3,40.7,30,0,23.4,2022-2023,3,-3,9,3,25,10,6,1,2022
9,4,2,1,0.222,0.0221,4,2,0,-3,71,2022-12-03,3,11,-2,0.31,0.07007,29,4,9,3,0.692,0.1919,13,5,9,5,0,12,10,4,5,1,0.2,2,3,13,0.24,25,6,0.5,8,4,6,11,29.4,17,17.0,54,3,9,19,AVERETT,0,6,-5,39.2,29,0,23.1,2022-2023,5,2,9,0,21,2,5,1,2022
8,0,2,1,0.25,0.125,10,5,4,4,81,2022-12-11,11,15,1,0.441,0.095,34,8,15,6,0.5,-0.3892,8,-1,4,-4,1,12,7,4,8,1,0.125,5,0,14,0.346,26,9,0.889,9,8,3,8,29.1,27,17.0,66,1,8,17,MARYMOUNT (VA.),0,5,-3,38.9,36,0,23.0,2022-2023,2,1,4,-4,22,5,6,1,2022
15,9,6,4,0.4,0.0669,10,5,2,2,70,2022-12-13,13,12,-2,0.455,-0.0757,33,1,15,-2,0.333,-0.167,6,4,2,1,1,12,8,4,6,2,0.333,5,0,14,0.531,32,17,0.5,2,1,4,9,29.9,37,17.1,85,7,11,18,HAMPDEN-SYDNEY,0,4,-5,38.8,38,0,22.7,2022-2023,8,1,11,0,20,2,1,0,2022
8,2,4,3,0.5,0.333,8,3,2,2,76,2022-12-15,15,10,4,0.613,0.2058,31,4,19,8,0.5,0.0,2,-2,1,-1,0,12,6,1,6,1,0.167,5,0,6,0.407,27,11,0.5,4,2,5,4,29.5,25,16.5,77,3,10,11,VIRGINIA WESLEYAN UNIVERSITY,0,4,0,39.2,43,0,22.1,2022-2023,5,2,6,-4,16,5,3,0,2022
12,0,5,2,0.417,0.167,4,1,0,-3,82,2022-12-20,20,8,-2,0.486,0.05713,37,16,18,9,0.5,-0.5,2,-6,1,-7,1,12,10,6,12,3,0.25,3,3,10,0.429,21,9,1.0,8,8,4,5,29.4,29,16.3,74,1,11,14,ELMHURST,0,8,3,39.4,42,0,21.8,2022-2023,9,8,3,-8,18,4,1,1,2022
19,11,11,10,0.579,0.454,11,7,2,2,89,2022-12-21,21,20,11,0.536,0.2502,28,0,15,7,1.0,0.0,7,5,7,5,1,12,4,4,8,1,0.125,4,0,9,0.286,28,8,1.0,2,2,0,5,28.6,19,15.8,44,2,3,9,TCNJ,0,6,1,40.1,48,0,21.9,2022-2023,2,0,4,1,24,15,2,1,2022
16,6,3,0,0.188,-0.11206,8,3,2,2,76,2022-12-29,29,19,5,0.378,0.03394,37,5,14,3,0.25,-0.083,4,1,1,0,1,12,11,8,10,3,0.3,5,0,14,0.344,32,11,0.333,3,1,3,3,28.4,26,15.9,55,5,2,17,CABRINI,0,3,0,39.5,32,0,22.5,2022-2023,2,-3,6,4,30,13,3,1,2022
12,4,5,2,0.417,0.042,12,8,4,1,98,2022-12-30,30,17,8,0.487,0.2651,39,12,19,13,1.0,0.167,7,1,7,2,1,12,11,6,8,3,0.375,4,3,9,0.222,27,6,0.833,6,5,5,11,27.9,20,15.7,48,2,10,14,WILMINGTON (OHIO),0,3,-8,40.2,50,0,22.9,2022-2023,5,3,4,-6,28,14,4,1,2022
8,2,3,2,0.375,0.208,5,-2,2,2,79,2023-01-02,2,10,-1,0.45,-0.01196,20,-6,9,-3,0.769,-0.231,13,3,10,0,1,1,1,-3,6,1,0.167,7,0,11,0.462,26,12,1.0,10,10,4,12,28.3,35,15.7,73,3,4,15,BRANDEIS,0,8,-4,39.6,31,0,22.1,2022-2023,1,-2,6,2,11,-4,0,1,2023
7,-4,3,-1,0.429,0.06494,9,4,2,0,75,2023-01-07,7,14,5,0.531,0.1238,32,5,17,6,0.333,0.0,3,-3,1,-1,0,1,8,3,11,4,0.364,5,2,9,0.407,27,11,0.333,6,2,5,7,28.3,28,15.6,72,1,7,14,YORK (PA.),1,6,-1,39.5,38,0,22.1,2022-2023,1,0,5,-2,22,8,5,1,2023
7,0,1,-1,0.143,-0.143,3,0,4,-1,59,2023-01-11,11,17,4,0.3,0.006104,30,-4,9,-1,1.0,1.0,6,6,6,6,0,1,8,2,7,2,0.286,3,5,13,0.294,34,10,0.0,0,0,6,6,27.9,22,15.8,64,1,3,19,RANDOLPH-MACON,0,1,-5,38.7,25,0,22.3,2022-2023,2,1,5,2,25,6,2,0,2023
16,3,6,0,0.375,-0.0869,12,0,0,-2,90,2023-01-14,14,10,-8,0.361,-0.2058,36,6,13,-4,1.0,0.5,2,0,2,1,0,1,5,2,13,6,0.462,12,2,18,0.567,30,17,0.5,2,1,3,5,28.6,41,16.1,79,5,12,21,BRIDGEWATER ST.,0,2,-3,38.5,34,0,21.9,2022-2023,6,1,8,-4,15,-6,5,1,2023
12,2,3,0,0.25,-0.05005,8,3,4,4,98,2023-01-16,16,17,8,0.486,0.133,37,3,18,6,0.875,0.375,8,4,7,5,0,1,10,4,10,3,0.3,5,0,9,0.353,34,12,0.5,4,2,6,6,28.7,29,16.0,59,2,5,15,EASTERN NAZARENE,0,4,-2,38.8,46,0,22.2,2022-2023,1,-1,5,0,27,12,0,1,2023
8,-3,1,-4,0.125,-0.33,4,-5,1,1,84,2023-01-28,28,11,-1,0.514,-0.02881,37,2,19,0,0.625,-0.1748,8,3,5,1,1,1,8,2,11,5,0.455,9,0,12,0.543,35,19,0.8,5,4,6,7,29.5,47,16.1,74,2,3,18,SALISBURY,0,6,-1,39.1,44,0,22.0,2022-2023,3,1,4,1,19,1,5,1,2023
14,4,4,1,0.286,-0.01416,5,-1,6,4,67,2023-02-01,1,16,0,0.303,0.0,33,0,10,0,1.0,0.5,1,-7,1,-3,0,2,7,-2,10,3,0.3,6,2,16,0.303,33,10,0.5,8,4,9,3,29.4,27,16.5,53,3,3,25,MARY WASHINGTON,0,8,5,38.5,25,0,22.0,2022-2023,2,-1,4,1,23,-2,2,1,2023
16,8,3,2,0.188,0.063,5,-3,3,0,74,2023-02-04,4,13,-3,0.273,-0.06006,33,0,9,-2,0.5,-0.5,10,4,5,-1,1,2,10,1,8,1,0.125,8,3,16,0.333,33,11,1.0,6,6,9,9,29.4,29,16.9,61,4,6,25,UC SANTA CRUZ,0,6,-3,37.9,26,0,22.1,2022-2023,2,-2,5,-1,23,-2,5,1,2023
15,4,8,6,0.533,0.351,12,7,2,1,85,2023-02-11,11,14,4,0.571,0.2178,28,-6,16,4,0.909,0.1094,11,1,10,2,0,2,3,-6,11,2,0.182,5,1,10,0.353,34,12,0.8,10,8,9,11,29.6,34,17.0,73,4,6,19,SALISBURY,0,8,-3,38.4,50,0,21.9,2022-2023,3,-1,7,1,17,-2,5,1,2023
15,8,7,4,0.467,0.0381,11,0,6,5,71,2023-02-15,15,16,5,0.483,0.01587,29,-1,14,0,0.75,0.25,4,0,3,1,1,2,5,4,7,3,0.429,11,1,11,0.467,30,14,0.5,4,2,1,9,29.7,33,16.8,66,8,8,12,MARY WASHINGTON,0,6,-3,38.4,38,0,21.8,2022-2023,4,-4,12,4,21,9,2,1,2023
12,6,5,1,0.417,-0.25,6,0,1,-1,81,2023-02-24,24,12,0,0.486,0.1011,35,9,17,7,0.714,-0.03613,7,-1,5,-1,0,2,7,2,6,4,0.667,6,2,12,0.385,26,10,0.75,8,6,5,9,29.7,30,16.8,73,1,11,17,UC SANTA CRUZ,0,7,-2,38.6,44,0,21.7,2022-2023,4,3,4,-7,19,2,4,1,2023
10,1,2,0,0.2,-0.0221,5,2,3,2,65,2023-02-25,25,13,0,0.375,0.0669,24,-2,9,1,0.667,-0.166,9,3,6,1,1,2,4,-2,9,2,0.222,3,1,13,0.308,26,8,0.833,6,5,6,10,29.5,23,16.9,52,3,8,19,MARY WASHINGTON,0,7,-3,38.1,26,0,21.6,2022-2023,3,0,9,1,17,-2,5,1,2023
13,9,1,0,0.077,-0.173,4,0,3,3,61,2023-03-03,3,21,-1,0.321,-0.00293,28,-9,9,-3,0.333,-0.25,9,-3,3,-4,1,3,2,-4,4,1,0.25,4,0,22,0.324,37,12,0.583,12,7,6,9,29.6,32,17.3,60,4,3,28,FARMINGDALE ST.,0,9,0,37.6,22,0,21.6,2022-2023,1,-3,9,6,23,-5,4,1,2023
14,-1,5,3,0.357,0.2239,4,-3,2,0,72,2023-03-04,4,19,4,0.308,0.01099,26,-11,8,-3,0.583,0.583,12,12,7,7,0,3,5,-2,15,2,0.133,7,2,15,0.297,37,11,0.0,0,0,7,10,29.4,24,17.4,59,4,5,22,HAMPDEN-SYDNEY,0,6,-4,37.2,28,0,21.7,2022-2023,2,-2,7,2,24,2,5,1,2023
14,3,5,1,0.357,-0.00708,8,0,3,3,72,2023-03-10,10,16,4,0.4,0.05396,35,9,14,5,1.0,0.5713,3,-4,3,0,1,3,9,6,11,4,0.364,8,0,12,0.346,26,9,0.429,7,3,3,8,29.2,25,17.3,60,4,6,15,MARY HARDIN-BAYLOR,0,6,-2,37.2,36,0,21.8,2022-2023,1,-3,4,-2,25,10,4,1,2023
8,-7,5,2,0.625,0.425,10,3,6,5,76,2023-03-11,11,17,8,0.607,0.293,28,-7,17,6,1.0,1.0,1,0,1,1,1,3,2,-6,15,3,0.2,7,1,9,0.314,35,11,0.0,1,0,8,4,29.1,25,17.3,70,2,5,17,WHEATON (IL),0,5,1,37.3,40,0,21.7,2022-2023,3,1,6,1,19,2,5,1,2023
6,-4,1,-3,0.167,-0.2329,1,-4,3,3,69,2023-03-16,16,8,-8,0.321,-0.093,28,-1,9,-3,0.875,-0.125,8,6,7,5,1,3,1,-5,10,4,0.4,5,0,16,0.414,29,12,1.0,2,2,6,7,29.1,30,17.5,66,2,10,22,SWARTHMORE,0,4,-3,36.9,26,0,21.3,2022-2023,4,2,2,-8,9,-13,3,1,2023
12,-3,2,-2,0.167,-0.1001,3,0,1,-3,74,2023-03-18,18,21,3,0.229,-0.114,35,0,8,-4,0.667,0.5,12,6,8,7,1,3,7,2,15,4,0.267,3,4,18,0.343,35,12,0.167,6,1,5,10,29.1,29,17.6,72,0,2,23,MOUNT UNION,0,9,-1,36.6,26,0,21.5,2022-2023,0,0,4,2,28,5,5,1,2023
